"","H10","H11","H13","H14","H17","H18","H19","H2","H20","H21","H22","H23","H24","H25","H26","H28","H29","H3","H30","H31","H33","H34","H35","H36","H38","H39","H4","H40","H41","H42","H6","H7","H8"
"gene3247",-0.29547797675046,0.0108464103770312,0.413172745729185,0.197626437527837,0.270881623048045,0.0993765214738946,1.3279409822931,0.605764367748564,-0.350563508591943,-0.234253148178625,-0.134179281106342,0.585258248981997,0.147383983725218,-0.0063866881834915,-0.79331276029736,-0.129121496117355,0.234574351691848,-0.845617802226035,0.704617091827665,2.00374156387389,1.26603009200821,1.19102004112924,0.511102233646794,-0.387269750208312,1.3188938122703,0.338984546897122,-1.52829250619735,1.03044739658042,0.885324716636923,1.10069439278011,-1.36177598153807,0.370174123955657,0.0610349298471968
"gene3779",0.156995738844089,0.235723783038374,-0.506439003782805,-0.197675285340852,0.159257734835038,0.0489307012060786,0.580114303581561,0.0284593296145182,-0.263190542760825,-0.181797293154279,-0.135811790658293,0.107387374428476,-0.157386391170363,-0.00599301180726161,-0.150560727222884,-0.221851567895589,-0.0216792916087565,0.0402837303839841,0.316091466360806,0.831559516841947,0.462847071308186,0.15833006154051,0.110241694813176,-0.0322595976944074,-0.176509124604319,0.267009936922336,-0.150420734235354,-0.012149007197467,0.283197549174171,0.287162521295759,-0.432793308432188,0.158734915433767,0.0388218606374521
"gene40066",0.576800776813094,-0.298680903953567,0.553722577674569,0.366201068253986,0.293601897449333,-0.0823733719757661,0.911737654856038,0.70424574018431,0.129559595335233,0.0781341178509496,0.810255619547426,0.360956041988293,0.804710146514231,-0.0214942070795377,0.627052490353785,0.445372817802639,0.726612944395552,0.209479217914963,0.577592850663961,-0.157261141948337,0.747356618248601,1.05333984796162,-0.214312608227636,0.53424654319103,0.938068684953538,-0.0796574113099875,-0.371615323016911,0.929596419034986,0.394085404377692,0.00937076296638476,-1.40307720215561,0.109802308380549,0.100270946688483
"gene31643",-0.453957969537367,1.44124629651395,0.635336026190009,0.61333590725739,0.223258374557684,0.13697893959976,0.904104401549207,2.04398581741693,-0.104707913711788,0.831096146185023,-0.668253816762574,0.829570498954607,0.23774611302244,0.513105239702704,0.325647771765656,-0.155313290683023,0.271665284236662,-0.77096001822955,0.886644620318646,1.93511616797863,1.17677427980452,0.820027842159434,0.0704487438066231,-0.133678348795489,0.460793463747598,-0.106687157204692,-0.142745279933628,0.210720400058649,0.147108773323056,0.700031363528526,-1.19707997695521,-0.446286659473151,-0.290217251828579
"gene22134",-0.220943413953387,-0.32783241037017,0.224453395974929,0.112695933550269,0.22688889204896,0.527824886355426,-0.493494333885394,0.154185341504221,-0.0698515382742957,-0.2525324510109,0.0239665862100089,-0.109771873423828,-0.0944587333669328,-0.233902145267218,-0.139656444997909,-0.160863229480917,-0.106874058993507,-0.657059840430241,-0.165212010423154,-0.055962965561927,-0.30094253655793,-0.469485938772723,0.0948777755434036,-0.35438629442922,0.0773289043371475,0.216857692460256,-0.67275549950363,-0.23591623210336,0.0639180252456801,-0.20439121229276,-0.196704327277062,0.172439144092902,0.226575249685331
"gene16670",-0.0450036722183929,-0.431198443177576,0.300457440934873,0.0350990645987528,-0.0125788031874816,0.0798693662841676,0.182380921298543,0.143334294482837,-0.204534983340359,-0.198698672004835,-0.0252530821453233,0.301002466480537,0.302353728962734,0.248648981325743,-0.356973489655383,-0.115452316212224,0.118469693403211,-0.487573511370564,0.108153297037507,0.352388386647003,0.94359320236091,0.826588931316729,0.0287062889802934,-0.00145246297554438,0.752004312991022,0.0721942075971769,-0.346589922387949,0.737736861935494,0.473327387987484,0.246077584420426,-0.67634511722967,0.0486998207544009,0.13326933743988
"gene33176",0.0253013265400737,0.821770338303325,0.0450415978500139,0.0859338254279644,0.267019777607548,0.590996205525197,-0.4396350643513,1.02903065442475,-0.16999504906372,0.313847428063791,-0.43232259153287,0.273030094677856,0.321529551068962,0.366478514003877,0.14767282716974,-0.227301639478456,-0.0017902581397501,-0.41749944444794,0.254213085721334,0.978214293194374,0.691162899325201,0.0081451719700712,-0.0138189203593419,-0.284223526880042,0.284054451064921,0.452228923076058,-0.217690885474228,-0.459479316047464,0.0409111648009623,0.640648225179376,-0.555785240581171,-0.112110410351248,-0.142107800772376
"gene38306",-0.0236358384397572,0.156181111947732,0.148351990868284,0.102736604142318,0.165135599329316,-0.143350031794486,-0.998761403973956,0.0785209148771961,0.0229445740756265,-0.141190017507513,-0.163695015656374,-0.174864527667484,-0.12799303493392,-0.00791770185802239,0.0821505520050039,-0.0548111078115571,-0.199215744804318,-0.331804709726995,-0.0322864513524256,-0.0107284818095834,-0.242136447001428,-0.636406753091823,-0.173874943963288,-0.196477073283116,-0.72066390819472,-0.00205375197058942,-0.187577384990587,-0.513705443898521,-0.3070488075032,-0.412622319257507,-0.269225638261682,0.124029057760843,-0.128890577954196
"gene39999",0.160137279471488,-0.469121600800733,-0.776242995477869,0.48656437634659,-0.353436502531578,-0.8975819306682,-0.45455071848946,-0.615472728066851,0.34400756438334,-0.453656825855061,0.347568772322061,-0.0691130286167843,0.25912982694526,0.244155557277517,-0.0974395438874439,-0.128535428414419,0.357817626935954,-0.132722547332946,0.15976160089824,1.05816979066029,0.202092600497915,0.0614889666755095,0.468754737961631,-0.0737854115232981,0.171436649489797,0.171571011621679,-0.381125406212341,0.431884856643665,0.497787426068812,0.0639773413251576,-0.669511240783742,-0.264678362598841,0.168791344617091
"gene13866",0.0961538523096107,0.152911362258443,-0.00922524846383897,0.0712479303920498,0.00497975835550971,-0.0906089908828353,-0.342048504394354,-0.0657315943470806,-0.372153922310632,0.0805552475154948,0.0543615033277136,-0.218417761733344,-0.255393157867999,-0.0485803616306877,-0.146088439658452,-0.0983295427868994,-0.172346033257854,-0.0328274344145786,0.079978936856784,0.696744063886339,0.19366430508644,-0.335935668655523,-0.21829867299357,-0.511073681479914,0.392456203057086,-0.0712027768677583,-0.259145227053903,0.266508829248307,0.0184540037854561,0.0297944526543577,-0.438525410058526,0.161460459322278,0.0659220710265371
"gene18772",0.00142508014692214,-0.82880578697703,-0.430667148704558,0.0279081995589921,0.00876992956028095,-0.327451141880559,0.563421774559225,0.363881766985882,-0.116104594476545,-0.0711129021857551,-0.239622350922198,0.440858400308822,0.0983444331381086,-0.308702230943836,0.0240559835131864,0.277089954784392,-0.119422604082678,-0.0262060242800665,0.182603375751479,0.574505220248471,0.38437334673401,0.315388308534147,0.245566380446507,0.0200886853463536,0.246810964551833,0.133223700132896,-0.997493408988728,0.215954316030432,0.705090064969533,0.231794954715011,-0.706444100223297,0.0443797750002873,0.0740863236587687
"gene3842",0.0358990811019299,0.932074772627361,-0.0577589040825659,0.859268694206539,0.616531750804818,-0.329733510415487,0.871214916631311,1.47080980618045,0.406355420965625,0.252457860817742,-0.260686465006048,0.3090112689765,0.753472810917207,0.49790713471921,0.430903772757302,-0.198927227180668,0.165934530923637,-0.143973680745202,0.605430326796389,2.11226942100121,1.41848454181467,1.44619524034007,0.325606595148842,-0.266532461680956,-0.0392451713714178,-0.0842463329388307,-0.807696587285115,0.53815528200639,0.205730329484269,0.879292893589067,-1.4601774547437,0.165161150911956,-0.229081358360399
"gene15307",0.129284718432359,0.552798946577713,0.432930079595146,0.199024758567105,0.0203877637516874,0.222949218731784,0.444179780419751,1.05373458769332,0.0745793931148739,0.241643577524371,0.173228665917421,0.190177496946834,0.273091969346067,0.26903345119619,0.30866520781278,-0.0869708703503954,0.0961211894614499,-0.464778315203776,0.195360227481086,0.774233050386661,0.860231958364379,1.09180058793969,0.0538367322498965,0.00909675342765193,0.225408785373888,-0.407204222362811,-0.0952140949981997,0.467907160708964,0.324523474519159,0.45618495904023,-1.24312895474806,-0.507864262082733,-0.484556161849428
"gene272",-0.217693514793004,-0.108478676409449,-0.660288791296959,-0.217066124144195,0.0803278343608879,-0.427573303202185,0.298337421373328,0.121274165870037,-0.108806322200066,-0.26349319671358,-0.131718394422108,0.0712564953965882,0.53532751051738,-0.315560658925665,-0.247183826258714,0.415058611068005,-0.276282163879946,-0.311343663050139,-0.110248892210238,0.251227862836069,0.434312004451067,0.0865929123430759,0.424846342031157,-0.38935846088061,-0.0917817457665866,0.14758412939389,-0.760239859868281,0.777520399877011,0.174494197021241,0.268028456930726,-1.10573031809667,0.0733973395608444,-0.114913987716849
"gene2862",-0.0351722048561907,0.746370929160906,-0.113512357778399,-0.19405604690014,0.42976867058827,0.51377655958318,-0.0764309897061103,1.94129542897501,0.0604826749618714,0.924550032822327,0.0439609709906409,0.169741132262208,-0.164135861902442,-0.263811861753093,-1.08374772469351,-0.279638434948946,0.642802057545102,-0.870831683582936,-0.656195563792967,0.249828367473582,0.857572170773556,-0.451424535759573,0.692714393988453,-0.266683777243943,0.622633371395069,-0.516348214609289,-0.732505557268854,-0.919605642727711,-0.784101496339761,0.141781711676391,-0.171209896814791,-0.188338037507716,0.514482441878957
"gene25781",0.0212075084355751,-0.103499922503911,-0.499850760300434,0.236384535402994,0.239348722649786,0.404792206716105,-0.717815187062291,0.235501643894152,0.0196540521324226,0.192566438943175,0.128049693948203,-0.330108572480925,0.181347509373117,-0.0243782723989013,-0.465404331896796,-0.124207458680285,0.0646456331100315,-0.253638733283862,-0.153347386044611,0.407217660166629,-0.153004280305637,-0.290585168341716,0.0224124238414805,-0.0413293593558683,-0.519228090496488,0.384660946772616,-0.368265405448894,-0.234365085850575,-0.0318852099070678,-0.308472309191767,0.0108883018499905,0.108213116858391,0.322117238146504
"gene16824",0.0280661031736236,1.70000694350487,0.642127700519905,0.574131762964675,0.440917816527299,0.42673159406932,0.348613396294293,1.45401016786276,0.096137422392487,0.589228943421872,0.238282623493268,0.365893714700409,0.296236992230155,0.415936634557866,0.512756484266181,-0.321904321264956,-0.00845215703636536,-0.264363447950944,0.500336197093185,1.49293690418951,0.813229787298229,1.13756346447138,0.093340420123754,-0.161313262479116,0.638572634796523,0.0216744612662344,0.167808765223972,0.13141123735012,-0.0683666394927115,0.381628493965383,-1.2293825381414,-0.705883733736262,-0.500024724212963
"gene342",-0.405281387637071,-0.771908423130398,0.231140391303185,-0.0562491528497209,0.240347742657817,-0.308613124321137,0.279174617587533,-0.0368955309718306,-0.00359629671850753,-0.453670607685586,0.107992540642066,0.228999231574748,0.481867081421056,-0.252455132914531,-0.163061660477394,-0.351695537536695,0.344860384754226,-0.130997350019095,0.362051020516803,0.173866673774401,0.0874910774256861,0.16310018129209,0.287656710565209,0.235748527539341,0.48777210590831,0.327237900121329,-0.58697062328207,0.462361575619617,0.457303177750187,-0.0375487062579219,-0.620534437951631,-0.0912855608110698,0.0765379179390047
"gene30376",0.23839362671747,0.204423541525371,-0.462712752725715,-0.17931748579272,0.536364155110727,0.209957304160063,0.44208554287575,0.587214190110227,-0.436034494846681,0.278278553837355,-0.368423825498057,0.0706989884841902,-0.1179217288316,-0.231938322928248,-0.64696136780984,-0.0513367099310682,0.481651193281045,-0.29524908623177,-0.107195813622962,0.0361150672217364,0.841058430531475,0.665479017497621,0.379494619107161,-0.271250334054926,0.39246957829026,-0.10313636186054,-1.07092099846166,0.782965524169371,0.553105435039587,0.244878141275471,-0.299743499860506,0.0686139114509463,0.27872663669414
"gene22177",-0.34267918049173,1.36896207712316,-0.515946435742093,0.508303322516356,0.350179265343821,0.114105612768614,2.11588118560837,1.37681179970432,-0.267446336212319,0.0455869456461967,-0.656754589492655,0.691917162633556,-0.390231766574612,0.347293863275098,0.0142375483086192,-0.567311427919926,-0.225087504409572,-1.10391516272465,0.634108307252696,3.24078658499995,1.52350342206433,1.4236075189262,0.894956941941511,-0.575848792484381,0.87625144085145,0.48472982512758,-1.15143961537733,1.0881921240577,0.74478478217247,1.06842487683289,-1.66407707620048,0.0416184771533777,0.110686605877753
"gene2731",0.00146842843737925,-0.0284585618742406,0.228393963735448,0.0574579630875396,0.133567961565503,-0.306450322975986,0.192719068378497,-0.0872055239362951,-0.312860338909934,0.0643746668892616,0.0911669795992564,0.421874469493551,-0.414731096182815,0.0321193903995871,-0.146520980240415,0.143340119810939,0.193716271199026,0.1025317299991,0.0513856362576929,-0.149787745724557,0.386132507186672,-0.337694055428624,0.15122717502567,-0.264449607690108,0.522553751641103,-0.019819656075444,-0.243463927179849,0.709464507165959,0.0656599640145314,0.100037991536155,-0.932529281965497,0.0915597872172674,0.108565279816213
"gene27538",-0.330715421816443,-0.895346243627823,-0.039168593727097,0.329725945080086,-0.224443795656916,-0.951303772498678,-0.118985043333987,0.287448730478408,-0.0264111792167438,-0.435519252696092,-0.403201561718025,0.32628232714449,0.533868684028636,-0.0184698317553933,-0.308207669913669,-0.091174568167324,0.163176777228497,0.108488546176222,0.468883983956706,-0.341254889839704,0.0801237168074314,0.127406135876937,0.562143543810977,0.36096476881571,-0.0534152035356083,-0.517268267679306,-1.02963885038668,0.0392618104280947,0.177711899962659,-0.188534317791794,-1.02346435846279,0.191899481426374,0.0862264403409519
"gene31366",0.166243786419036,0.239931969303491,-0.33382027730828,-0.076989701359346,0.222867610301579,0.146480064629001,0.466562146547937,1.23122758889932,-0.0561540087712162,0.0457783344476953,-0.436520943359262,0.573270211699398,0.259795804962849,-0.357915581634732,-0.506232520456444,-0.0826521019144745,0.471958039046145,-0.257980082107129,0.282067137767058,-0.314061487425789,0.638417524514776,0.521171831986752,0.34493179753373,0.206136583729915,0.0428930236859438,-0.592541721287559,-0.280854419850487,0.650238834179009,0.124741840066172,0.446559627247342,-0.371086778530997,0.154462883429159,0.411466449645633
"gene41050",0.11809772527832,-0.454662109849143,0.564789194753844,-0.362953106294603,0.239318020183109,0.282191329861329,0.0622907137450392,-0.474688408374309,-0.266508337744842,-0.316476244098974,-0.279114302356303,0.165832147191886,0.2256127041502,-0.131328127450982,-0.440270685588366,-0.0844169831802966,-0.0153708919190097,-0.374325831738237,0.0945875111344159,0.12920928096967,0.377654475254543,0.0289196717340289,0.2938306752854,-0.241367973879804,0.534363342196926,-0.0770291778048346,-0.5618059155549,0.534615989330525,0.203411391158057,0.43705832228043,-0.502876713204511,0.199541728978823,-0.0763600684211716
"gene1084",0.13090283356247,0.327018151838371,-0.0407742094896979,0.337306685639738,0.695517930150148,0.993475681516598,0.276125546583941,0.11907458996784,0.0472888025037755,-0.0364735118633139,0.114118816595821,-0.133592232241301,0.121722335438748,0.0700607473191079,-0.00935471286847268,0.253006762919412,-0.268670379850347,-0.201904633157545,0.216180347134214,0.530419374166401,0.377061885008569,0.264551887885293,0.0598637208378342,-0.582155963363145,-0.115364667756008,0.0870947091724736,-0.0198678168469857,-0.0332070219544572,-0.0722990016556975,0.0679780014798006,-1.25658454381141,0.172946709797759,-0.166085101206072
"gene32491",0.0034790043759873,-0.588612557957946,0.0190530469374222,0.533534632050548,-0.0520983177804066,-1.16449940705416,0.138859327281717,-0.238466279312773,0.160756020443115,-0.297120556219476,-0.379544393718344,0.242435960786627,0.247679098151063,-0.0621856841369867,-0.512555667056904,0.0123186326767474,-0.231900893696324,0.0308435638259345,0.411674727855084,0.902328163534706,0.503999693406316,1.10177157809423,0.00875199242058822,-0.190499698565355,1.14054926873906,0.120669071466082,-0.541323671660775,0.248501414944294,0.903514379986628,-0.108846294383661,-1.00100890279494,-0.0401566870833738,0.170164477122951
"gene13818",-0.0437688709726288,1.07229131500271,-0.144037515503951,-0.176832178373607,-0.103260116604867,0.317118200750167,1.025357717815,0.0576494197690263,0.0761778556984708,0.0851679513099328,-0.170306470591467,0.445552380342526,0.692202201963234,0.672797614881315,0.251800706306135,-0.826838585343224,-0.147516335466936,0.0147875913639511,0.517665584895981,1.02924106536995,0.901023787577084,1.15473965755187,-0.160954173703776,0.206596781956411,-0.15479326511993,0.21093403977833,0.344363667929676,0.344796971668236,0.439106049186757,0.685405861633215,-0.880222399864933,-0.48745623628233,-0.313314487880075
"gene3399",0.187360732317026,0.192464981767979,0.145004565835861,0.0376533571442133,0.234740164186019,0.204025265516463,-0.147986937416859,0.679734834865114,-0.186778501245333,0.0165054679003946,-0.0319345745111494,0.339874162480419,0.0767234225391877,0.117107037596483,0.08370848623415,0.177354467894174,0.144962664416536,-0.59153601799899,0.0221757550165978,1.23182087846597,0.612327552490166,0.140250252044653,0.527416865174188,-0.413361732891679,0.608571284299909,-0.0477589827070516,-0.651633938165292,-0.11837227113384,0.177034313883825,0.550674475873247,-1.21269061989176,0.220747026513298,-0.0549622200860454
"gene17854",0.409065837747396,0.461066053094914,0.187577843013553,-0.309653285875542,-0.0940514533364282,-0.0627910041254421,-0.117992253367541,-0.41362399016105,0.444501031255829,-0.427359669577932,0.293657840609625,-0.102561692244506,0.164040373094262,-0.557676827807867,-0.235636872271454,0.0784333470810055,-0.543399467219227,0.12790934046342,-0.173654978673745,-0.507222156148159,-0.391425416257862,-0.226099100265334,-0.423643540590227,0.498903245874061,-0.310235620658087,-0.0529100054152066,0.366230082474947,-0.521740283332694,-0.516690242924861,-0.355473398288907,0.0231759143309767,-0.0873874733721693,-0.133325943669914
"gene38461",-0.0768185091903214,0.378697907360784,-0.000807719530245609,0.369653255936189,-0.093785302840389,-0.0543548242824924,-0.180561882600075,1.7869553691913,0.17413310776725,0.335820923418555,-0.530900567764538,0.41239769732983,0.385522945910023,0.471738871493462,0.662220825329033,-0.0125736368860719,0.142872262577586,-0.601382647788606,0.217322531267106,1.22464463511127,1.16276242496091,0.408170223268718,0.0789594231087045,-0.277268438387039,-0.229558979785642,0.101126267864366,-0.757051292803249,0.156484121338046,0.0198555589108595,0.44714844365462,-1.09706219494789,0.103047249989424,-0.137284071819448
"gene3647",-0.171461705489182,0.142534471294228,0.183613761992129,0.00973189474951178,0.561317632650648,0.350117193281271,0.443276040561801,0.33780136951433,-0.231772642443981,0.213798306430878,-0.323489598480437,-0.0454298450575261,-0.0343056175495533,0.0387759610861562,-0.779346323018299,-0.137143157213109,0.259703694839008,-0.307778042807656,0.35544965745619,0.599091997959053,0.493887737741595,0.665121257385848,0.224085120182419,-0.42435754280108,0.173288528512,0.308775377365249,-0.446492467087028,0.905393226512398,0.492487340816872,0.482443666257356,-0.483833269504123,0.245748385546879,-0.0851919895121091
"gene38083",0.0465518881744319,-0.70253733881793,-0.260740454753976,-0.0850736578027741,-0.156133206608376,0.703101038178508,-0.929684541903866,-0.59695794128365,-0.232877114579841,-0.060522595033348,0.290848973001794,-0.695130674240671,-0.247012923853709,-0.283792176548186,-0.386588995218515,-0.0885600304826617,0.0888001085569538,-0.328934127239265,-0.294108642029122,-0.447149475673185,-0.235178371931346,-0.904763247331015,0.0506723748870635,-0.180694885825578,-0.552076872306445,0.415453908020358,-0.149089313393884,-0.448771087888148,-0.216599410669834,-0.433742457565282,-0.291613999011633,0.131622410781696,0.0296744968217396
"gene20323",0.069565749535833,0.0383109484232032,-0.364772832795296,-0.0105050846672718,0.117316474184965,-0.449439878276526,-0.89603906424852,0.463109611970552,-0.0568637682654518,-0.484936930928119,0.0156859828487883,-0.732599722770735,0.420773699199201,-0.186764630371735,-0.483841527811646,0.0205671307759418,-0.0778639586408445,0.1519222961581,-0.171708134309349,-0.849259411744463,-0.753965949698526,-0.866138282093681,-0.0641850311360976,-0.401912023122702,-1.26811880804171,-0.0705911481654644,-0.395881875811759,-1.0982879728738,-0.141606751415,-1.26421732677148,0.236290699837345,0.243932583074383,0.331685818091738
"gene3094",-0.298393693395992,0.406461846694407,0.372266532239745,0.313187780314267,-0.10587012039608,0.0434156186859517,0.0918238365408986,0.60515939914296,-0.313969721700147,0.745010419235627,-0.0905597174095132,0.812458715292012,-0.30389450059292,0.272687875706229,-0.269594882098386,-0.227594196987398,0.0711479166777735,0.0722208966117894,0.577246990349998,1.83206987915168,0.959251012410589,0.65392180996971,0.431437144911709,-0.413947186376533,0.237398598492077,0.463416233049822,-0.683874399783776,0.985358481571156,0.508303853094977,0.448677161913873,-1.13917584307782,0.279755604730941,0.220127439788671
"gene12438",-0.195502616854248,0.166204980722151,-0.574865638996289,-0.00153956381028137,-0.0908287206375246,0.218628272457848,-0.318709825063722,-0.0624339101972837,-0.103472401358072,0.139276265879715,0.309419905476354,-0.522989091966459,0.270803787045113,-0.227936351928616,0.36732959078459,-0.373899229501827,0.349201859768812,-0.048380141361698,0.149831798378185,0.767166154893618,0.104348039398326,-0.341871325179621,-0.0147368980065931,-0.361847987920342,-0.570327407077563,0.101516750684539,-0.442828038876382,-0.165226436285573,0.180740981791679,-0.0243791214434032,-0.510273808118877,-0.106280794511784,-0.228257820962773
"gene16877",-0.104222167192731,-0.403615632832971,-0.250979297868269,-0.16953531050735,-0.369778669604586,-0.0836496708115636,0.0890172934341813,-0.239415543661872,0.194701178353257,-0.433685949328444,0.109451921382484,-0.373080436999968,0.0855163275082323,-0.431705189112601,-0.16689361167375,0.226717823680271,-0.117332706236649,-0.00973908244843155,-0.207353354652263,-0.737667961354074,-0.545572808343406,-0.378997851345266,-0.128979692877917,-0.444168752201239,0.301021684421592,-0.142769259205725,-0.675196666145417,-0.381466527337874,0.433634054362012,-0.209520576444122,-0.589597298124687,-0.0248239367840537,-0.024610636511146
"gene18480",-0.268912857662283,0.321422708620692,-0.294747379739401,0.105227317426972,0.091131453116069,0.171814124491283,-0.276320265171181,0.21161834189563,-0.41275230056035,-0.212868221077486,-0.19728171763555,0.0908849204269089,-0.756449988937474,0.109582270401353,-0.163219600566671,-0.135375676086731,0.264324996982199,-0.555784791533612,-0.0616174326939155,0.341982691587159,0.11764675653511,-0.475246574538258,0.401347265177839,-0.0711190553886552,-0.383092775622381,0.378037529223252,-0.851918745121692,-0.493052231005803,-0.178531206982322,-0.1764529315976,-0.197600834799687,0.658256742767296,0.0836744777809895
