"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"gene38313",348.467403972725,0.0535458129992579,0.106083562457556,0.504751271156468,0.613733545070369,0.990953765186586
"gene10748",0.468720642964592,-0.569441402913577,1.12868857985912,-0.504515960447349,0.613898849352525,0.990953765186586
"gene12092",0.863713292259323,0.681983648064764,1.35315718397238,0.503994403711998,0.614265309602035,0.990953765186586
"gene24233",56.4616066934344,-0.122343819696699,0.24283315427565,-0.50381843476703,0.614388972010091,0.990953765186586
"gene12703",0.129355447774625,1.20334861423992,2.38892749875368,0.50371918564616,0.614458724296609,0.990953765186586
"gene11239",61.0531278201859,-0.119751763935993,0.237779758452283,-0.503624718586065,0.614525118989882,0.990953765186586
"gene32624",13.6579099942797,0.227825529171328,0.452416104152644,0.50357519787682,0.614559925106597,0.990953765186586
"gene25015",1.07364182512485,-0.586018639589517,1.1640871097608,-0.503414765678431,0.614672692413156,0.990953765186586
"gene37610",0.672937759696812,-0.678442468232346,1.34772171376445,-0.503399523286839,0.614683406717866,0.990953765186586
"gene24070",0.73694650272559,0.723885746347716,1.43825846463872,0.503307134388776,0.61474835122578,0.990953765186586
"gene16955",1.70283605566543,-0.458639092067558,0.911369285585718,-0.503241769633261,0.614794301015241,0.990953765186586
"gene26762",4.25755253800603,0.356599413195709,0.708721736761488,0.503158566612045,0.61485279284618,0.990953765186586
"gene38224",0.625056463757666,0.574072290873112,1.14098478524491,0.503137551260063,0.614867567053032,0.990953765186586
"gene36892",7.19363804207885,-0.361959501859213,0.719904838521394,-0.502787983204334,0.615113343196754,0.990953765186586
"gene24593",5.03480973968074,0.333699775089261,0.66377097587965,0.502733302924297,0.615151792002993,0.990953765186586
"gene38572",1.41467620081499,0.670482953098297,1.33379930017611,0.502686538379327,0.615184675645465,0.990953765186586
"gene22912",5.22452545272807,-0.218073339919316,0.433857687734525,-0.502637952684508,0.615218840693119,0.990953765186586
"gene25499",0.433494950146153,-0.639238885386516,1.27190172743785,-0.50258512241682,0.615255991435212,0.990953765186586
"gene18296",4.85084080689619,0.293966977021706,0.584942366632842,0.502557164244908,0.615275652284317,0.990953765186586
"gene36921",1.35624322996176,-0.569761443937992,1.13380585190022,-0.502521170607023,0.615300964270288,0.990953765186586
"gene35212",26.456323926589,0.17370668566814,0.345737860420554,0.50242309435491,0.61536993724686,0.990953765186586
"gene41039",163.787571378021,0.0718772404050956,0.143074478713483,0.502376392012127,0.615402782269852,0.990953765186586
"gene41121",297.833234795605,0.0514728977388692,0.102474666152107,0.502298759992698,0.61545738135301,0.990953765186586
"gene23691",11.0325765341091,0.179044711498811,0.356454707935202,0.502293019317781,0.615461418890007,0.990953765186586
"gene24579",8.20460192499134,0.30276085199791,0.602864384156857,0.502203911782481,0.615524091580141,0.990953765186586
"gene37539",2.58559941181284,0.233049139824126,0.46412842612774,0.502122099627625,0.615581635623723,0.990953765186586
"gene22749",68.9235220553233,0.106125069524298,0.211433441474006,0.501931334913001,0.615715822582443,0.990953765186586
"gene17596",268.383934296341,-0.0610351406135483,0.121634249933611,-0.501792386986905,0.615813568869449,0.990953765186586
"gene31324",0.521919053854977,0.504342638555327,1.0051679086993,0.501749642214457,0.61584364008673,0.990953765186586
"gene20096",0.889333603901996,0.51109688529703,1.01864110464992,0.50174382612675,0.615847731790999,0.990953765186586
"gene34697",3.10080296499512,-0.487809935772468,0.97226399567309,-0.501725804867186,0.615860410091152,0.990953765186586
"gene20348",55.8244205840874,0.120738341998652,0.240799164615793,0.501406814227517,0.61608484506633,0.990953765186586
"gene20678",0.307054726308101,-0.637754995545804,1.27222456211506,-0.501291214253515,0.616166187592851,0.990953765186586
"gene3913",56.0940139760605,-0.108579255526748,0.216619047914747,-0.5012451886017,0.616198575095628,0.990953765186586
"gene34133",208.035454931614,-0.0621583738280175,0.124046345029667,-0.501089925810807,0.616307836508354,0.990953765186586
"gene31008",4.36029593305491,-0.38006701564743,0.758488655049457,-0.501084641302443,0.616311555468151,0.990953765186586
"gene30883",4.96558204759237,-0.320247236054132,0.639352812566078,-0.500892824368446,0.616446552830409,0.990953765186586
"gene10711",1.70798608533917,0.545343556397249,1.08881931897961,0.50085771522526,0.616471263428288,0.990953765186586
"gene19502",2.16895939745917,0.247307674287054,0.49385608032557,0.500768714083704,0.616533906363264,0.990953765186586
"gene39632",9.14669893933974,0.226448874204053,0.452313661184032,0.500645666131934,0.616620517545552,0.990953765186586
"gene3622",0.27739153949592,0.893865982902168,1.78558234002431,0.500601939695481,0.616651297062162,0.990953765186586
"gene34629",38.5802206525888,-0.14120091168442,0.282074970362595,-0.500579372579256,0.616667182565558,0.990953765186586
"gene30485",9.47140629676124,-0.286786519851867,0.572914224504905,-0.500574968442613,0.616670282757855,0.990953765186586
"gene15676",6.56198101230287,0.343756572608852,0.686728630841106,0.500571196788196,0.616672937734039,0.990953765186586
"gene21659",109.969440345437,0.0793499445612694,0.158534042763414,0.500523062290704,0.616706821433485,0.990953765186586
"gene35106",46.7625299415097,-0.132536861533099,0.264938910803176,-0.500254421410985,0.616895942933673,0.990953765186586
"gene10231",0.370391874880186,0.683650566324372,1.36675116937629,0.500201193635235,0.616933417972432,0.990953765186586
"gene11590",38.2233729785459,-0.160050235494608,0.320026281127901,-0.500115912138612,0.616993462527307,0.990953765186586
"gene29027",16.2584881562832,-0.220325373410933,0.440570917352357,-0.500090597752105,0.617011286242509,0.990953765186586
"gene23252",0.481227622981839,0.953268682282599,1.90622316382909,0.500082414468062,0.617017048094406,0.990953765186586
"gene25476",3.91498532499294,0.434459332198757,0.869004514640192,0.499950604259683,0.617109858936383,0.990953765186586
"gene33106",3.91420056412404,0.351441028938624,0.703006029714221,0.499911827330255,0.617137163900036,0.990953765186586
"gene40955",513.497407056402,0.0519604120460018,0.103951228740433,0.499853755223493,0.61717805664666,0.990953765186586
"gene18744",47.5505441807433,-0.140526245401421,0.281150442413806,-0.49982580213973,0.617197740846396,0.990953765186586
"gene14390",6.06290554964434,0.331608816631816,0.663505812474396,0.49978283595611,0.617227997612959,0.990953765186586
"gene40699",0.267637265166198,1.17559635365208,2.35246508357612,0.499729565322595,0.617265511670504,0.990953765186586
"gene41273",1.83071921284673,0.511362601762364,1.02331875461397,0.499709987192862,0.617279299162903,0.990953765186586
"gene32681",1.03399657220904,0.579964381479648,1.16067487908974,0.499678585216288,0.617301413636247,0.990953765186586
"gene19822",11.6303437688889,0.22683599713319,0.453972429094587,0.499669104543633,0.61730809035686,0.990953765186586
"gene34756",31.0428526965488,0.180860337464206,0.361961497727842,0.49966733644194,0.617309335537937,0.990953765186586
"gene16412",6.16958919232996,0.332575820363222,0.665674543988685,0.499607238051266,0.617351660329425,0.990953765186586
"gene26413",139.471007970811,0.118666671863401,0.237562737288902,0.499517193721711,0.617415077175874,0.990953765186586
